Neighborhood,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,SalePrice
14,7,1976,1976,3,660.0,1,803,1,4,1098,1964,2,8,1,1976.0,2,483,2,205000
12,5,1957,1957,1,0.0,1,816,1,0,816,816,1,5,0,1957.0,1,308,2,129900
12,5,1953,2006,1,0.0,1,1008,1,4,1008,1008,1,6,0,1953.0,1,240,2,134500
17,5,1954,2000,1,0.0,1,833,1,4,833,833,1,4,0,1955.0,1,326,2,117000
16,8,2007,2007,3,328.0,2,1734,1,4,1734,1734,2,7,1,2007.0,3,928,2,318000
8,8,2002,2002,3,0.0,2,408,1,4,779,1419,2,7,1,2002.0,2,527,2,184100
19,5,1967,2003,1,0.0,1,894,1,4,894,894,1,5,0,1967.0,2,450,2,130000
19,5,1958,1987,1,0.0,1,533,1,4,1021,1601,1,6,0,1958.0,1,300,2,140000
12,5,1959,1959,1,0.0,1,1040,1,0,1040,1040,1,6,0,1959.0,1,286,2,133700
9,6,1920,1950,1,0.0,0,1012,1,0,1012,1012,1,6,1,1920.0,1,308,2,118400
5,7,2005,2006,1,196.0,2,1552,1,4,1552,1552,2,7,0,2005.0,3,782,2,212900
7,4,1956,1956,1,0.0,1,672,1,0,960,960,1,5,0,1956.0,1,288,2,112000
7,5,1947,2008,3,0.0,1,698,1,4,698,698,1,4,0,0.0,0,0,2,118000
8,7,1992,1992,1,170.0,2,384,1,4,812,1482,2,7,1,1992.0,2,392,2,163900
12,4,1955,1955,1,0.0,1,1005,1,4,1005,1005,1,5,1,1977.0,2,672,2,115000
0,7,2007,2007,3,130.0,2,1373,1,4,1555,1555,2,7,1,2007.0,3,660,2,174000
8,7,2004,2004,3,0.0,2,1530,1,4,1530,1530,2,7,1,2004.0,3,630,2,259000
8,7,2004,2005,1,0.0,2,847,1,4,847,1959,2,8,1,2004.0,2,434,2,215000
17,5,1980,1980,1,180.0,1,936,1,4,936,936,1,4,0,1980.0,2,672,2,140000
18,4,1928,1950,1,0.0,0,1122,1,4,1328,1981,2,7,2,1981.0,2,576,2,135000
11,5,1991,1992,1,0.0,2,974,1,4,974,974,1,5,0,0.0,0,0,2,93500
17,6,1880,1950,1,0.0,0,1008,1,4,1178,2210,2,8,0,1930.0,1,205,0,117500
20,8,1995,1995,1,0.0,2,1128,1,4,1142,2020,2,8,1,1995.0,2,466,2,239500
8,6,1997,1997,1,0.0,2,916,1,4,916,1600,2,7,1,1997.0,2,460,2,169000
3,6,1926,1950,1,0.0,0,960,0,4,986,986,1,5,1,1926.0,1,180,2,102000
12,6,1950,1950,1,0.0,1,1032,1,0,1032,1252,1,6,0,1950.0,1,288,2,119000
19,5,1875,1996,1,0.0,1,780,0,4,780,1020,1,6,0,0.0,0,0,0,94000
11,6,1977,1977,1,0.0,2,1567,1,4,1567,1567,2,5,2,1977.0,2,714,2,196000
3,5,1920,1950,1,0.0,0,915,1,4,1167,1167,1,6,1,1972.0,2,495,2,144000
12,5,1951,1951,1,0.0,1,952,1,4,952,952,1,4,0,1988.0,2,840,2,139000
14,5,1976,1976,1,44.0,1,780,1,4,1088,1868,2,9,1,1976.0,2,484,2,197500
5,8,2006,2007,3,340.0,2,1466,1,4,1466,2828,3,11,1,2006.0,3,1052,2,424870
19,5,1959,1959,1,0.0,1,1006,1,4,1006,1006,1,5,0,0.0,0,0,2,80000
7,4,1941,1950,1,0.0,0,672,0,0,672,924,1,5,0,1941.0,1,280,2,80000
3,5,1928,1950,1,0.0,0,1042,1,4,1042,1576,1,8,1,1928.0,1,225,2,149000
20,6,1985,1985,1,85.0,1,1298,1,4,1298,1298,2,5,1,1985.0,2,403,2,180000
6,7,1941,1950,1,0.0,1,704,1,4,860,1564,1,7,1,1941.0,1,234,2,174500
17,7,1926,1950,1,0.0,2,572,1,4,572,1111,1,5,1,1982.0,1,288,2,116900
17,7,1920,1988,3,0.0,2,650,1,4,832,1482,1,7,0,1930.0,2,324,2,143000
12,6,1950,1950,1,0.0,1,932,1,0,932,932,1,4,1,1950.0,1,306,2,124000
7,5,1959,1959,1,132.0,1,1466,1,4,1466,1466,1,6,2,1959.0,2,528,2,149900
6,6,1956,2004,1,0.0,2,1073,1,4,1811,1811,1,6,1,1956.0,2,470,2,230000
9,6,1930,2007,1,0.0,0,816,1,4,816,816,1,5,0,2002.0,1,432,2,120500
12,7,1965,1988,1,288.0,1,864,1,4,902,1820,1,8,2,1965.0,2,492,2,201800
24,5,1976,2004,1,0.0,1,1437,1,4,1437,1437,2,6,1,1976.0,2,528,2,218000
12,5,1965,1999,1,0.0,2,1219,1,4,1265,1265,2,6,1,1965.0,2,502,2,179900
16,7,2007,2008,1,166.0,2,1314,1,4,1314,1314,2,6,1,2008.0,2,626,2,230000
21,8,2007,2008,1,186.0,2,1580,1,4,1580,1580,2,7,0,2008.0,3,830,2,235128
14,6,1974,1974,3,270.0,1,901,1,4,943,1876,2,8,1,1974.0,2,540,2,185000
13,6,1978,1978,1,0.0,1,855,1,4,855,1456,2,7,1,1978.0,2,440,2,146000
6,6,1954,2006,3,72.0,1,1296,1,4,1640,1640,1,7,1,1993.0,2,924,2,224000
19,5,1968,1968,1,0.0,1,894,1,4,894,894,1,5,1,1968.0,2,450,2,129000
19,4,1969,1969,1,0.0,1,1198,1,4,1258,1258,0,6,0,1969.0,2,400,2,108959
24,5,1978,1978,1,0.0,2,1360,1,4,1432,1432,1,5,1,1978.0,2,588,2,194000
16,7,2009,2009,1,268.0,2,1502,1,4,1502,1502,2,7,0,2009.0,2,644,2,233170
5,8,2008,2008,1,72.0,2,1694,1,4,1694,1694,2,7,0,2008.0,3,776,2,245350
8,6,2000,2000,1,0.0,2,959,1,4,959,1671,2,7,1,2000.0,2,472,2,173000
7,6,1935,1986,3,0.0,1,1127,1,4,1236,2108,2,7,2,1935.0,2,540,2,235000
15,10,1995,1996,3,1378.0,2,1930,1,4,1831,3627,3,10,1,1995.0,3,807,2,625000
11,6,1977,1977,1,0.0,1,1096,1,4,1118,1118,1,6,1,1977.0,1,358,2,171000
12,6,1958,1958,3,0.0,1,1261,1,4,1261,1261,1,6,1,1958.0,2,433,2,163000
21,7,2006,2007,1,0.0,2,625,1,4,625,1250,2,5,0,2006.0,2,625,2,171900
4,5,1946,1994,1,0.0,1,1598,1,4,1636,3086,3,12,1,0.0,0,0,2,200500
6,6,1932,1950,1,0.0,0,952,1,4,1170,2345,2,9,1,1932.0,2,360,2,239000
15,8,1992,2000,3,337.0,2,1683,1,4,2129,2872,2,9,1,1992.0,2,541,2,285000
11,5,1984,1985,1,0.0,1,876,1,4,923,923,1,5,0,1984.0,1,264,2,119500
17,6,1926,2004,1,0.0,1,818,1,4,818,1224,1,5,0,1926.0,1,210,0,115000
6,5,1921,1950,1,0.0,0,731,1,4,820,1343,1,7,1,1921.0,1,186,2,154900
7,5,1954,1954,1,0.0,3,0,1,4,1124,1124,1,5,1,0.0,0,0,0,93000
23,7,1990,1991,1,0.0,5,1216,1,4,1298,2514,2,8,0,1990.0,2,693,2,250000
6,8,2008,2008,3,186.0,2,1600,1,4,1652,1652,2,5,1,2008.0,2,482,2,392500
15,10,1996,1996,3,0.0,2,2396,1,4,2411,4476,3,10,2,1996.0,3,813,2,745000
17,5,1920,1950,3,0.0,0,1120,1,4,1130,1130,1,5,1,1970.0,2,720,2,120000
23,5,1963,1963,3,226.0,1,1572,1,4,1572,1572,1,5,2,1963.0,3,995,2,186700
7,5,1924,1950,1,0.0,0,784,1,4,949,1221,1,7,0,1965.0,1,392,2,104900
17,3,1900,1970,1,0.0,1,978,1,4,1014,1699,2,7,0,1920.0,2,420,2,95000
15,8,1994,1995,1,0.0,2,1624,1,4,1624,1624,2,5,1,1994.0,3,757,2,262000
5,7,2002,2002,1,95.0,2,831,1,4,831,1660,2,7,0,2002.0,2,493,2,195000
8,7,1999,1999,1,0.0,2,994,1,4,1028,1804,2,7,1,1999.0,2,442,2,189000
11,4,1961,1975,1,149.0,1,1249,1,4,1622,1622,1,7,1,1975.0,4,1356,2,168000
21,8,1999,2000,1,456.0,2,776,1,4,764,1441,2,5,0,1999.0,2,492,2,174000
17,5,1925,1994,2,0.0,2,702,1,4,842,1472,1,6,0,1925.0,1,250,1,125000
11,6,1999,1999,3,425.0,2,1224,1,4,1224,1224,2,5,0,1999.0,2,402,2,165000
19,6,1969,1969,1,143.0,1,663,1,4,663,1352,1,7,0,1969.0,1,299,2,158000
8,6,2005,2005,1,0.0,2,728,1,4,728,1456,2,8,0,2005.0,2,400,2,176000
8,7,2006,2006,1,0.0,2,879,1,4,879,1863,2,9,1,2006.0,3,660,2,219210
17,7,1916,1950,1,0.0,0,815,1,4,815,1690,1,7,1,1916.0,1,225,2,144000
5,7,2001,2001,1,0.0,2,1212,1,4,1212,1212,2,6,0,2001.0,2,573,2,178000
19,4,1963,1979,1,51.0,1,1051,1,4,1382,1382,1,6,1,1974.0,2,459,2,148000
12,4,1970,1970,1,0.0,1,864,1,4,864,864,1,5,0,1972.0,1,280,2,116050
5,7,1998,1998,1,0.0,2,866,1,4,866,1779,2,6,0,1998.0,2,546,2,197900
3,5,1925,1997,1,0.0,0,884,1,4,884,1348,1,5,1,1960.0,1,216,0,117000
5,7,2000,2001,1,171.0,2,1630,1,4,1630,1630,2,6,1,2000.0,2,451,2,213000
14,5,1975,1975,1,0.0,1,1056,1,4,1074,1074,1,6,0,1975.0,2,495,2,153500
20,7,1990,1991,3,234.0,1,2158,1,4,2196,2196,2,7,1,1990.0,3,701,2,271900
20,4,1966,1966,1,0.0,1,1056,1,4,1056,1056,1,5,0,1966.0,1,384,2,107000
5,6,2003,2003,1,120.0,2,1682,1,4,1700,1700,2,7,0,2003.0,2,544,2,200000
12,5,1962,1980,1,0.0,1,931,1,4,1283,1283,1,6,0,1980.0,2,506,2,140000
21,8,2006,2006,3,420.0,2,1660,1,4,1660,1660,2,8,1,2006.0,2,500,2,290000
20,6,1992,1992,1,0.0,2,1055,1,4,1055,1845,2,8,1,1992.0,2,462,2,189000
8,8,1988,2005,1,0.0,5,559,1,4,1080,1752,2,8,0,1988.0,2,492,2,164000
7,4,1941,1950,3,0.0,1,672,1,4,672,672,1,4,0,1941.0,1,234,0,113000
19,4,1965,2001,1,0.0,1,648,1,4,960,960,0,3,0,1965.0,1,364,2,145000
12,5,1962,1962,1,0.0,1,925,1,4,999,999,1,6,0,1962.0,1,300,2,134500
19,5,1966,1966,1,0.0,1,894,1,4,894,894,1,5,0,1966.0,1,384,2,125000
19,6,1978,1978,1,0.0,3,0,1,4,1318,1902,2,8,0,1978.0,2,539,2,112000
21,8,2009,2009,1,72.0,2,1300,1,4,1314,1314,2,6,0,2009.0,2,552,2,229456
3,4,1947,1950,1,0.0,3,0,0,4,672,912,1,3,0,0.0,0,0,0,80500
2,6,1971,1971,1,236.0,1,672,1,4,672,1218,1,7,0,0.0,0,0,0,91500
12,5,1964,1964,1,0.0,1,912,1,4,912,912,1,5,0,1964.0,1,288,2,115000
19,5,1968,1968,3,0.0,1,952,1,4,1211,1211,1,5,1,1968.0,1,322,2,134000
12,6,1949,1950,1,320.0,1,1040,1,4,1168,1846,2,7,1,1949.0,1,315,2,143000
12,5,1951,1951,3,44.0,1,2136,0,0,2136,2136,2,7,0,1951.0,2,528,2,137900
8,7,2004,2005,1,0.0,2,788,1,4,788,1490,2,8,1,2004.0,2,388,2,184000
12,6,1958,1958,3,63.0,1,588,1,4,1138,1138,1,6,0,1958.0,1,264,2,145000
21,6,2007,2007,1,74.0,2,894,1,4,894,1933,2,9,1,2007.0,3,668,2,214000
12,5,1965,2008,1,300.0,1,912,1,4,912,912,1,5,0,1992.0,2,576,2,147000
16,9,2008,2008,3,766.0,2,1702,1,4,1702,1702,1,7,1,2008.0,3,1052,2,367294
12,5,1960,1960,3,0.0,1,1075,1,4,1507,1507,2,7,0,1960.0,1,404,2,127000
19,5,1977,1977,5,1.0,1,1361,1,4,1361,2620,2,12,1,1977.0,2,600,0,190000
12,5,1962,1962,3,120.0,1,1106,1,4,1190,1190,1,6,0,1962.0,2,540,2,132500
12,4,1962,1962,1,0.0,3,0,1,4,1224,1224,2,6,0,1962.0,2,462,2,101800
12,5,1959,1959,3,180.0,1,1188,1,4,1188,1188,1,6,0,1959.0,2,531,2,142000
18,5,1911,1950,1,0.0,2,940,0,0,1024,1964,1,7,0,0.0,0,0,0,130000
6,5,1914,1950,1,0.0,0,747,1,1,892,1784,1,9,0,1914.0,1,180,0,138887
16,7,2003,2003,1,106.0,2,764,1,4,764,1626,2,6,0,2003.0,2,474,2,175500
5,7,2004,2005,1,0.0,2,847,1,4,847,1948,2,8,1,2004.0,2,434,2,195000
20,6,2005,2005,1,0.0,2,1141,1,4,1141,1141,1,6,0,2005.0,2,484,2,142500
23,8,2006,2006,3,32.0,2,1476,1,4,1484,1484,2,6,1,2006.0,2,472,2,265900
5,7,2003,2003,1,252.0,2,884,1,4,884,1768,2,8,0,2003.0,2,543,2,224900
21,7,2007,2007,3,0.0,2,1689,1,4,1689,1689,2,7,0,2007.0,3,954,2,248328
14,7,1974,1974,1,81.0,1,1053,1,4,1173,1173,2,6,2,1974.0,2,528,2,170000
6,8,1929,1950,1,0.0,2,792,1,4,792,1517,1,7,2,1931.0,2,400,2,230000
14,6,1984,2003,3,74.0,1,585,1,4,1140,1868,3,7,1,1984.0,2,477,2,178000
21,7,2005,2006,1,0.0,2,756,1,4,756,1553,2,6,0,2005.0,2,615,2,186500
11,6,1976,1976,1,335.0,1,1012,1,4,1034,1034,1,6,0,1976.0,3,888,2,169900
17,6,1917,1950,1,0.0,0,735,0,4,1134,2058,1,8,1,1950.0,2,396,1,129500
12,5,1950,1950,1,0.0,1,876,1,4,988,988,1,6,0,1950.0,1,276,2,119000
12,7,1968,1968,3,0.0,1,2110,1,4,2110,2110,2,8,2,1968.0,2,522,2,244000
16,7,2003,2003,1,163.0,2,1405,1,4,1405,1405,2,6,1,2003.0,2,478,2,171750
11,5,1968,1968,1,0.0,1,864,1,4,874,874,1,5,0,1968.0,1,288,2,130000
24,7,1974,2003,1,0.0,1,1192,1,4,1516,2167,2,9,2,1974.0,2,518,2,294000
7,7,2003,2004,1,92.0,2,746,1,4,760,1656,2,7,1,2003.0,2,397,2,165400
3,6,1931,1950,1,0.0,0,884,1,0,959,1367,1,6,1,1978.0,1,560,2,127500
15,8,1994,1994,3,554.0,2,1986,1,4,1987,1987,2,7,1,1994.0,2,691,2,301500
7,5,1922,1950,1,0.0,2,864,1,4,864,864,1,4,0,0.0,0,0,2,99900
8,7,2005,2005,1,182.0,2,856,1,4,1166,1166,2,5,0,2005.0,2,400,2,190000
12,6,1969,1969,1,0.0,1,1054,1,4,1054,1054,1,6,0,1969.0,2,460,2,151000
8,6,1999,1999,1,0.0,2,841,1,4,892,1675,2,7,1,1999.0,2,502,2,181000
12,5,1956,1956,3,0.0,1,1050,1,4,1050,1050,1,5,0,1956.0,1,338,2,128900
4,4,1957,1989,1,0.0,1,1104,1,0,1104,1788,1,8,2,1957.0,1,304,2,161500
3,6,1919,1950,2,0.0,2,764,1,0,1060,1824,1,8,1,1940.0,2,520,0,180500
12,6,1998,1999,1,0.0,2,1405,1,4,1337,1337,2,5,0,1998.0,2,511,2,181000
21,7,1999,1999,3,218.0,2,691,1,4,713,1452,2,6,0,1999.0,2,506,2,183900
17,7,1910,1950,3,0.0,1,925,0,1,964,1889,1,9,1,1960.0,1,308,0,122000
23,9,2008,2009,3,0.0,2,2002,1,4,2018,2018,2,10,1,2009.0,3,746,2,378500
6,8,1935,1997,1,632.0,1,728,1,4,1968,3447,3,11,2,1982.0,3,1014,2,381000
12,5,1958,1958,1,180.0,1,874,1,0,874,1524,1,7,0,1958.0,1,315,2,144000
4,7,1979,1979,5,0.0,2,1332,1,4,1332,1524,0,4,1,1979.0,2,586,2,260000
14,6,1968,1968,3,0.0,1,1489,1,4,1489,1489,2,7,1,1968.0,2,462,2,185750
19,5,1965,1965,3,114.0,1,935,1,4,935,935,1,5,0,1965.0,1,288,2,137000
7,6,1959,2006,1,84.0,1,1019,1,4,1357,1357,1,5,1,1959.0,1,312,2,177000
6,5,1910,2003,1,0.0,2,661,1,4,661,1250,2,8,1,1985.0,2,552,2,139000
12,5,1948,1950,1,567.0,1,928,1,0,928,1920,2,10,0,1948.0,2,400,2,137000
14,6,1972,1972,1,0.0,1,723,1,4,735,1395,1,6,1,1972.0,2,497,2,162000
14,6,1967,1976,1,359.0,1,1680,1,4,1724,1724,1,7,1,1967.0,2,480,2,197900
9,4,1920,1950,1,0.0,1,698,1,0,698,1128,1,6,0,1980.0,2,528,2,68400
5,7,2002,2002,1,110.0,2,1573,1,4,1573,1573,2,6,0,2002.0,2,544,2,227000
23,7,1990,1990,3,54.0,1,1309,1,4,1339,1339,2,6,1,1990.0,2,484,2,180000
5,5,1977,2008,1,0.0,1,1040,1,4,1040,1040,2,5,0,1977.0,2,484,2,150500
11,6,1971,1971,4,0.0,1,912,1,4,912,1824,2,8,0,0.0,0,0,2,139000
18,6,1919,1990,1,0.0,2,804,1,4,1699,2447,2,10,1,1969.0,1,336,2,169000
3,6,1939,1950,1,0.0,1,780,1,1,825,1412,1,6,1,1939.0,1,280,2,132500
14,6,1963,1963,3,451.0,1,1328,1,4,1328,1328,1,6,2,1963.0,2,528,2,143000
4,5,1964,1964,1,621.0,1,1624,1,4,1582,1582,2,7,0,1964.0,2,390,0,190000
22,8,2000,2000,1,0.0,2,1501,1,4,1659,1659,2,5,1,2000.0,2,499,2,278000
16,8,2006,2006,1,788.0,2,1085,1,4,1120,1970,2,8,1,2006.0,3,753,2,281000
12,5,1964,1964,3,86.0,2,1152,1,4,1152,1152,1,6,1,1964.0,2,484,2,180500
2,5,1972,1972,1,268.0,1,630,1,4,630,1302,2,6,0,1972.0,1,264,2,119500
17,5,1892,1965,1,0.0,4,994,0,4,1378,2372,2,11,0,1985.0,1,432,2,107500
14,7,1976,1976,1,0.0,2,832,1,4,832,1664,2,8,1,1976.0,2,528,2,162900
7,5,1955,1990,3,0.0,1,864,1,4,864,864,1,5,0,1957.0,2,572,0,115000
12,5,1968,1968,3,168.0,1,1052,1,4,1052,1052,1,5,0,1968.0,1,288,2,138500
12,5,1963,1963,3,148.0,1,1120,1,4,1128,1128,2,6,0,1963.0,2,525,2,155000
7,6,2005,2006,1,82.0,2,547,1,4,1072,1072,2,5,0,2005.0,2,525,2,140000
7,10,2008,2008,3,796.0,2,6110,1,4,4692,5642,2,12,3,2008.0,2,1418,2,160000
12,5,1959,1994,3,0.0,1,1246,1,4,1246,1246,1,6,0,1959.0,1,305,2,154000
8,7,1999,1999,1,344.0,2,978,1,4,1005,1983,2,9,1,1999.0,2,490,2,225000
6,6,1942,1950,1,0.0,1,771,1,4,753,1494,1,7,2,1942.0,1,213,1,177500
15,8,1994,1994,3,391.0,2,1165,1,4,1203,2526,2,8,1,1994.0,3,844,2,290000
21,7,2005,2005,1,228.0,2,1616,1,4,1616,1616,2,7,0,2005.0,3,834,2,232000
7,7,2004,2004,1,117.0,2,976,1,4,976,1708,2,7,0,2004.0,2,380,2,130000
16,9,2006,2007,3,300.0,2,1652,1,4,1652,1652,2,6,2,2006.0,2,840,2,325000
16,7,2005,2006,1,94.0,2,1368,1,4,1368,1368,2,6,1,2005.0,2,474,2,202500
5,5,1994,1995,1,0.0,2,990,1,4,990,990,1,5,0,2000.0,2,480,2,138000
17,5,1948,2005,1,0.0,1,924,1,4,1122,1122,1,6,0,1948.0,2,528,2,147000
20,6,1991,1991,1,88.0,1,1278,1,4,1294,1294,2,6,0,1991.0,2,496,2,179200
6,7,1959,2002,1,0.0,2,1902,1,4,1902,1902,2,7,2,1959.0,2,567,2,335000
5,7,2005,2007,1,80.0,2,1274,1,4,1274,1274,2,6,0,2005.0,2,508,2,203000
15,8,1990,1990,1,336.0,2,1453,1,4,1453,2810,2,9,1,1990.0,2,750,2,302000
15,9,1999,1999,1,165.0,2,1393,1,4,1422,2599,2,10,1,1999.0,3,779,2,333168
7,4,1954,1954,3,0.0,1,948,1,4,948,948,1,5,1,1956.0,1,280,2,119000
12,6,1969,1969,1,0.0,1,952,1,4,1092,2112,2,9,2,1969.0,2,576,2,206900
5,8,2008,2008,1,270.0,2,1622,1,4,1630,1630,2,8,1,2008.0,3,860,2,295493
21,7,2006,2007,1,0.0,2,1352,1,4,1352,1352,2,5,1,2006.0,2,466,2,208900
5,8,2001,2002,3,178.0,2,1753,1,4,1787,1787,2,7,1,2001.0,3,748,2,275000
7,4,1954,1954,3,132.0,2,864,1,4,948,948,1,5,0,1954.0,1,248,2,111000
12,6,1957,1957,3,0.0,1,1478,1,4,1478,1478,1,6,2,1957.0,2,442,2,156500
3,3,1949,1950,3,0.0,1,0,0,4,720,720,1,4,0,1955.0,1,287,2,72500
15,7,1992,1992,1,0.0,2,750,1,4,1061,1923,2,8,1,1992.0,2,564,2,190000
3,4,1940,1950,3,0.0,1,420,1,4,708,708,1,5,0,0.0,0,0,2,82500
21,8,2006,2007,1,428.0,2,1795,1,4,1795,1795,2,7,1,2007.0,3,895,2,147000
9,4,1922,1950,1,0.0,0,796,0,4,796,796,1,5,0,0.0,0,0,0,55000
7,3,1931,2006,1,0.0,0,544,1,4,774,774,1,6,0,0.0,0,0,2,79000
11,5,1982,2008,1,0.0,1,816,1,4,816,816,1,5,1,1982.0,1,264,2,130500
17,6,1920,1950,1,0.0,0,1510,1,4,1584,2792,2,8,2,1920.0,2,520,2,256000
8,7,1998,1998,3,0.0,2,935,1,4,955,1632,2,8,1,1998.0,2,462,2,176500
21,8,2006,2006,3,410.0,2,1588,1,4,1588,1588,2,7,1,2006.0,3,825,2,227000
5,5,1976,1976,1,0.0,1,911,1,4,954,954,1,6,0,1976.0,2,576,2,132500
7,4,1938,1958,1,0.0,1,816,1,4,816,816,1,3,1,1958.0,1,288,2,100000
9,5,1938,1995,1,0.0,1,803,1,4,803,1360,1,6,0,1951.0,1,297,2,125500
2,5,1970,1970,1,312.0,1,765,1,4,765,1365,1,7,0,1970.0,2,440,2,125000
14,6,1977,1977,1,360.0,1,1350,1,4,1334,1334,2,6,1,1977.0,2,630,2,167900
14,5,1973,1973,1,564.0,1,1656,1,4,1656,1656,2,8,0,1973.0,2,506,2,135000
17,4,1941,1950,1,0.0,1,693,0,0,693,693,1,4,0,0.0,0,0,0,52500
5,7,2002,2002,1,0.0,2,916,1,4,920,1861,2,8,0,2002.0,2,492,2,200000
5,5,1972,1972,3,0.0,1,864,1,4,864,864,1,5,0,1972.0,1,288,2,128500
12,4,1971,1971,1,0.0,1,858,1,4,872,872,1,5,0,1974.0,4,480,2,123000
20,6,2003,2004,1,0.0,2,1114,1,4,1114,1114,1,6,0,2004.0,2,576,2,155000
5,8,2002,2002,1,149.0,2,1284,1,4,1284,2169,2,7,1,2002.0,2,647,2,228500
6,6,1928,1950,1,0.0,0,896,1,4,1172,1913,1,9,1,1929.0,2,342,2,177000
5,7,2006,2006,1,0.0,2,728,1,4,728,1456,2,8,1,2006.0,2,440,2,155835
17,4,1920,1950,3,0.0,2,960,1,0,960,960,1,5,0,1997.0,1,308,2,108500
14,7,1968,2003,3,0.0,1,1568,1,4,2156,2156,2,9,1,1968.0,2,508,2,262500
23,8,2006,2007,1,100.0,2,1732,1,4,1776,1776,2,7,1,2006.0,3,712,2,283463
20,7,1998,1998,1,0.0,2,1482,1,4,1494,1494,2,5,1,1998.0,2,514,2,215000
17,8,1872,1987,1,0.0,0,684,0,4,938,2358,2,8,0,0.0,0,0,2,122000
12,5,1969,1969,1,368.0,1,1248,1,4,1338,2634,2,12,0,1969.0,4,968,2,200000
12,6,1962,1962,1,318.0,1,858,1,4,858,1716,1,8,1,1962.0,2,490,2,171000
3,6,1937,2000,1,0.0,0,698,1,4,786,1176,1,4,0,1999.0,2,624,0,134900
15,8,1995,1996,3,579.0,2,2033,1,4,2053,3238,2,9,1,1996.0,3,666,2,410000
5,7,2000,2000,1,0.0,2,992,1,4,992,1865,2,7,1,2000.0,3,839,2,235000
14,7,1968,1992,1,143.0,1,570,1,4,1222,1920,3,8,1,1968.0,2,487,2,170000
12,5,1966,1966,1,65.0,1,864,1,4,892,892,1,5,0,1966.0,1,264,2,110000
12,5,1971,2008,1,0.0,1,1078,1,4,1078,1078,1,6,1,1971.0,2,500,2,149900
21,6,2000,2000,1,216.0,2,756,1,4,769,1573,2,5,0,2000.0,2,440,2,177500
16,9,2004,2005,3,66.0,2,1980,1,4,1980,1980,2,8,1,2004.0,3,770,2,315000
18,5,1921,1998,1,0.0,0,612,1,4,990,2601,3,8,0,1998.0,2,621,2,189000
22,7,2005,2005,3,16.0,2,1530,1,4,1530,1530,2,7,1,2005.0,2,430,2,260000
12,4,1920,2007,1,0.0,0,715,1,4,1281,1738,2,7,1,1920.0,1,368,2,104900
8,6,2006,2007,1,0.0,2,616,1,4,616,1412,2,6,1,2007.0,2,432,2,156932
21,7,2005,2005,1,0.0,2,600,1,4,520,1200,2,4,0,2005.0,2,480,2,144152
21,7,2000,2000,1,0.0,2,814,1,4,814,1674,2,7,0,2000.0,2,663,2,216000
5,7,1999,1999,1,158.0,2,873,1,4,882,1790,2,7,0,1999.0,2,588,2,193000
10,5,1977,1977,1,0.0,2,757,1,4,925,1475,2,6,1,1977.0,1,336,2,127000
5,6,2003,2004,1,170.0,2,848,1,4,848,848,1,4,0,2003.0,2,420,2,144000
5,8,2003,2003,3,171.0,2,1657,1,4,1668,1668,2,8,1,2003.0,2,502,2,232000
17,4,1920,1950,1,0.0,2,840,1,4,840,1374,1,6,0,1967.0,1,338,2,105000
12,6,1955,1996,3,0.0,1,992,1,4,1661,1661,1,8,1,1955.0,1,377,2,165500
5,7,1998,1998,1,0.0,2,1108,1,4,1108,2097,2,8,1,1998.0,2,583,2,274300
15,10,2001,2002,3,705.0,2,2633,1,4,2633,2633,2,8,2,2001.0,3,804,2,466500
21,7,2005,2005,1,0.0,2,1026,1,4,1026,1958,2,9,1,2005.0,3,936,2,250000
23,8,2007,2007,1,80.0,2,1571,1,4,1571,1571,2,7,1,2007.0,3,722,2,239000
18,6,1930,1950,1,0.0,0,768,0,4,790,790,1,4,0,1925.0,1,160,2,91000
7,5,1941,1960,1,0.0,1,984,1,4,984,1604,2,6,0,1977.0,2,660,2,117000
2,6,1973,1973,1,408.0,1,483,1,4,483,987,1,5,0,1973.0,1,264,2,83000
7,3,1914,1950,1,0.0,0,864,0,1,864,864,1,5,0,1938.0,1,200,2,58500
12,6,1970,1970,1,0.0,1,1205,1,4,2117,2117,2,7,2,1970.0,2,550,2,237500
17,7,1920,1950,3,0.0,0,596,1,4,998,1762,1,8,0,1989.0,2,576,0,157000
19,5,1918,2007,1,0.0,0,816,1,4,1416,1416,2,7,0,2007.0,2,576,0,112000
7,6,1939,1950,1,0.0,0,560,1,4,698,1258,1,6,0,1939.0,1,280,1,105000
9,4,1922,2007,1,0.0,0,796,1,4,796,1154,1,7,0,1922.0,1,240,0,125500
14,7,1978,1978,1,184.0,1,1392,1,4,1392,2784,3,12,2,1978.0,2,564,2,250000
17,6,1916,1950,1,0.0,0,714,0,4,1664,2526,2,10,1,1916.0,1,216,2,136000
8,9,2006,2007,1,160.0,2,1746,1,4,1746,1746,2,7,2,2006.0,3,758,2,377500
3,6,1941,1950,1,0.0,0,735,1,4,869,1218,1,6,1,2003.0,2,440,2,131000
5,7,2000,2000,1,244.0,2,1525,1,4,1525,1525,2,6,0,2000.0,2,541,2,235000
12,5,1967,1967,1,0.0,1,1584,1,4,1584,1584,2,8,0,1967.0,3,792,2,124000
